player,season,playoffs,Game_Type_Regular_Tot,Game_Type_Playoffs_Tot,Shot_Made,Total_Game_Played,Total_FT_Made,Total_FTA,FT_Pct,Game_Type
DeAndre Jordan,2015 - 2016,regular,619,0,266,74,266,619,0.43,regular
DeJuan Blair,2009 - 2010,regular,161,0,88,59,88,161,0.547,regular
DeJuan Blair,2010 - 2011,regular,137,0,90,46,90,137,0.657,regular
DeJuan Blair,2011 - 2012,regular,119,0,73,36,73,119,0.613,regular
DeJuan Blair,2012 - 2013,regular,70,0,44,28,44,70,0.629,regular
DeJuan Blair,2013 - 2014,regular,121,0,77,46,77,121,0.636,regular
DeMar DeRozan,2009 - 2010,regular,194,0,148,51,148,194,0.763,regular
DeMar DeRozan,2010 - 2011,regular,401,0,326,74,326,401,0.813,regular
DeMar DeRozan,2011 - 2012,regular,331,0,268,57,268,331,0.81,regular
DeMar DeRozan,2012 - 2013,regular,419,0,347,75,347,419,0.828,regular
DeMar DeRozan,2013 - 2014,regular,630,0,519,79,519,630,0.824,regular
DeMar DeRozan,2014 - 2015,regular,434,0,361,57,361,434,0.832,regular
DeMar DeRozan,2015 - 2016,playoffs,0,123,100,17,100,123,0.813,playoffs
DeMar DeRozan,2015 - 2016,regular,653,0,555,78,555,653,0.85,regular
DeMarcus Cousins,2010 - 2011,regular,400,0,275,73,275,400,0.688,regular
DeMarcus Cousins,2011 - 2012,regular,373,0,262,61,262,373,0.702,regular
DeMarcus Cousins,2012 - 2013,regular,422,0,311,72,311,422,0.737,regular
DeMarcus Cousins,2013 - 2014,regular,595,0,432,70,432,595,0.726,regular
DeMarcus Cousins,2014 - 2015,regular,530,0,412,58,412,530,0.777,regular
DeMarcus Cousins,2015 - 2016,regular,663,0,476,65,476,663,0.718,regular
DeMarre Carroll,2009 - 2010,regular,53,0,33,20,33,53,0.623,regular
DeMarre Carroll,2012 - 2013,regular,98,0,75,36,75,98,0.765,regular
DeMarre Carroll,2013 - 2014,regular,137,0,105,46,105,137,0.766,regular
DeMarre Carroll,2014 - 2015,playoffs,0,41,32,11,32,41,0.78,playoffs
DeMarre Carroll,2014 - 2015,regular,181,0,127,52,127,181,0.702,regular
DeMarre Carroll,2015 - 2016,playoffs,0,36,27,11,27,36,0.75,playoffs
DeMarre Carroll,2015 - 2016,regular,50,0,30,19,30,50,0.6,regular
DeQuan Jones,2012 - 2013,regular,51,0,34,21,34,51,0.667,regular
DeSagana Diop,2006 - 2007,regular,86,0,48,36,48,86,0.558,regular
DeSagana Diop,2007 - 2008,regular,70,0,38,28,38,70,0.543,regular
DeSagana Diop,2008 - 2009,regular,66,0,22,29,22,66,0.333,regular
DeShawn Stevenson,2006 - 2007,regular,216,0,152,62,152,216,0.704,regular
DeShawn Stevenson,2007 - 2008,regular,192,0,154,56,154,192,0.802,regular
DeShawn Stevenson,2008 - 2009,regular,60,0,32,18,32,60,0.533,regular
DeShawn Stevenson,2009 - 2010,regular,35,0,25,16,25,35,0.714,regular
DeShawn Stevenson,2010 - 2011,regular,43,0,33,19,33,43,0.767,regular
DeShawn Stevenson,2012 - 2013,regular,23,0,12,11,12,23,0.522,regular
Dee Brown,2006 - 2007,regular,35,0,22,14,22,35,0.629,regular
Delonte West,2006 - 2007,regular,197,0,168,53,168,197,0.853,regular
Delonte West,2007 - 2008,regular,91,0,67,27,67,91,0.736,regular
Delonte West,2008 - 2009,playoffs,0,42,35,13,35,42,0.833,playoffs
Delonte West,2008 - 2009,regular,108,0,90,38,90,108,0.833,regular
Delonte West,2009 - 2010,regular,142,0,115,39,115,142,0.81,regular
Delonte West,2011 - 2012,regular,70,0,62,27,62,70,0.886,regular
Dennis Schroder,2013 - 2014,regular,43,0,29,18,29,43,0.674,regular
Dennis Schroder,2014 - 2015,regular,179,0,148,58,148,179,0.827,regular
Dennis Schroder,2015 - 2016,regular,182,0,144,57,144,182,0.791,regular
Derek Anderson,2006 - 2007,regular,106,0,93,35,93,106,0.877,regular
Derek Anderson,2007 - 2008,regular,38,0,28,11,28,38,0.737,regular
Derek Fisher,2006 - 2007,playoffs,0,45,42,14,42,45,0.933,playoffs
Derek Fisher,2006 - 2007,regular,302,0,258,71,258,302,0.854,regular
Derek Fisher,2007 - 2008,playoffs,0,73,61,17,61,73,0.836,playoffs
Derek Fisher,2007 - 2008,regular,188,0,166,53,166,188,0.883,regular
Derek Fisher,2008 - 2009,playoffs,0,36,31,11,31,36,0.861,playoffs
Derek Fisher,2008 - 2009,regular,130,0,110,50,110,130,0.846,regular
Derek Fisher,2009 - 2010,playoffs,0,56,46,17,46,56,0.821,playoffs
Derek Fisher,2009 - 2010,regular,132,0,113,48,113,132,0.856,regular
Derek Fisher,2010 - 2011,regular,103,0,83,35,83,103,0.806,regular
Derek Fisher,2011 - 2012,regular,67,0,57,27,57,67,0.851,regular
Derek Fisher,2012 - 2013,regular,38,0,35,14,35,38,0.921,regular
Derek Fisher,2013 - 2014,regular,71,0,55,31,55,71,0.775,regular
Deron Williams,2006 - 2007,playoffs,0,81,64,16,64,81,0.79,playoffs
Deron Williams,2006 - 2007,regular,296,0,227,65,227,296,0.767,regular
Deron Williams,2007 - 2008,playoffs,0,66,51,12,51,66,0.773,playoffs
Deron Williams,2007 - 2008,regular,411,0,330,72,330,411,0.803,regular
Deron Williams,2008 - 2009,regular,384,0,326,61,326,384,0.849,regular
Deron Williams,2009 - 2010,regular,417,0,335,74,335,417,0.803,regular
Deron Williams,2010 - 2011,regular,412,0,348,62,348,412,0.845,regular
Deron Williams,2011 - 2012,regular,305,0,257,53,257,305,0.843,regular
Deron Williams,2012 - 2013,regular,363,0,312,69,312,363,0.86,regular
Deron Williams,2013 - 2014,regular,216,0,173,55,173,216,0.801,regular
Deron Williams,2014 - 2015,regular,237,0,197,60,197,237,0.831,regular
Deron Williams,2015 - 2016,regular,206,0,179,53,179,206,0.869,regular
Derrick Brown,2009 - 2010,regular,72,0,48,26,48,72,0.667,regular
Derrick Brown,2010 - 2011,regular,60,0,32,22,32,60,0.533,regular
Derrick Brown,2011 - 2012,regular,142,0,94,40,94,142,0.662,regular
Derrick Favors,2010 - 2011,regular,173,0,103,54,103,173,0.595,regular
Derrick Favors,2011 - 2012,regular,194,0,126,51,126,194,0.649,regular
Derrick Favors,2012 - 2013,regular,258,0,177,65,177,258,0.686,regular
Derrick Favors,2013 - 2014,regular,284,0,190,64,190,284,0.669,regular
Derrick Favors,2014 - 2015,regular,332,0,222,69,222,332,0.669,regular
Derrick Favors,2015 - 2016,regular,250,0,177,57,177,250,0.708,regular
Derrick Rose,2008 - 2009,regular,250,0,197,67,197,250,0.788,regular
Derrick Rose,2009 - 2010,regular,338,0,259,71,259,338,0.766,regular
Derrick Rose,2010 - 2011,playoffs,0,134,111,15,111,134,0.828,playoffs
Derrick Rose,2010 - 2011,regular,557,0,477,79,477,557,0.856,regular
Derrick Rose,2011 - 2012,regular,239,0,194,34,194,239,0.812,regular
Derrick Rose,2014 - 2015,regular,187,0,152,46,152,187,0.813,regular
Derrick Rose,2015 - 2016,regular,177,0,140,51,140,177,0.791,regular
Derrick Williams,2011 - 2012,regular,195,0,136,54,136,195,0.697,regular
Derrick Williams,2012 - 2013,regular,272,0,192,64,192,272,0.706,regular
Derrick Williams,2013 - 2014,regular,259,0,186,64,186,259,0.718,regular
Derrick Williams,2014 - 2015,regular,194,0,134,50,134,194,0.691,regular
Derrick Williams,2015 - 2016,regular,256,0,194,60,194,256,0.758,regular
Desmond Mason,2006 - 2007,regular,320,0,212,68,212,320,0.662,regular
Desmond Mason,2007 - 2008,regular,173,0,114,44,114,173,0.659,regular
Desmond Mason,2008 - 2009,regular,85,0,46,32,46,85,0.541,regular
Devean George,2006 - 2007,regular,48,0,36,19,36,48,0.75,regular
Devean George,2007 - 2008,regular,34,0,24,15,24,34,0.706,regular
Devean George,2008 - 2009,regular,22,0,17,11,17,22,0.773,regular
Devin Booker,2015 - 2016,regular,256,0,215,52,215,256,0.84,regular
Devin Brown,2006 - 2007,regular,155,0,123,45,123,155,0.794,regular
Devin Brown,2007 - 2008,regular,142,0,107,47,107,142,0.754,regular
Devin Brown,2008 - 2009,regular,100,0,78,33,78,100,0.78,regular
Devin Brown,2009 - 2010,regular,86,0,69,25,69,86,0.802,regular
Devin Harris,2006 - 2007,regular,261,0,215,70,215,261,0.824,regular
Devin Harris,2007 - 2008,regular,301,0,248,58,248,301,0.824,regular
Devin Harris,2008 - 2009,regular,605,0,496,69,496,605,0.82,regular
Devin Harris,2009 - 2010,regular,386,0,308,59,308,386,0.798,regular
Devin Harris,2010 - 2011,regular,402,0,335,67,335,402,0.833,regular
Devin Harris,2011 - 2012,regular,203,0,150,50,150,203,0.739,regular
Devin Harris,2012 - 2013,regular,154,0,112,45,112,154,0.727,regular
Devin Harris,2013 - 2014,regular,115,0,92,33,92,115,0.8,regular
Devin Harris,2014 - 2015,regular,162,0,132,53,132,162,0.815,regular
Devin Harris,2015 - 2016,regular,140,0,101,42,101,140,0.721,regular
Dewayne Dedmon,2013 - 2014,regular,32,0,21,13,21,32,0.656,regular
Dewayne Dedmon,2014 - 2015,regular,64,0,34,26,34,64,0.531,regular
Dewayne Dedmon,2015 - 2016,regular,76,0,57,25,57,76,0.75,regular
Dexter Pittman,2011 - 2012,regular,28,0,18,13,18,28,0.643,regular
Dikembe Mutombo,2006 - 2007,regular,87,0,60,34,60,87,0.69,regular
Dikembe Mutombo,2007 - 2008,regular,45,0,32,17,32,45,0.711,regular
Dion Waiters,2012 - 2013,regular,212,0,158,50,158,212,0.745,regular
Dion Waiters,2013 - 2014,regular,235,0,161,60,161,235,0.685,regular
Dion Waiters,2014 - 2015,regular,172,0,117,57,117,172,0.68,regular
Dion Waiters,2015 - 2016,playoffs,0,30,20,12,20,30,0.667,playoffs
Dion Waiters,2015 - 2016,regular,157,0,112,44,112,157,0.713,regular
Dirk Nowitzki,2006 - 2007,regular,540,0,487,74,487,540,0.902,regular
Dirk Nowitzki,2007 - 2008,regular,546,0,480,75,480,546,0.879,regular
Dirk Nowitzki,2008 - 2009,regular,547,0,487,82,487,547,0.89,regular
Dirk Nowitzki,2009 - 2010,regular,592,0,542,79,542,592,0.916,regular
Dirk Nowitzki,2010 - 2011,playoffs,0,186,175,21,175,186,0.941,playoffs
Dirk Nowitzki,2010 - 2011,regular,443,0,395,68,395,443,0.892,regular
Dirk Nowitzki,2011 - 2012,regular,355,0,318,60,318,355,0.896,regular
Dirk Nowitzki,2012 - 2013,regular,193,0,166,45,166,193,0.86,regular
Dirk Nowitzki,2013 - 2014,regular,376,0,338,75,338,376,0.899,regular
Dirk Nowitzki,2014 - 2015,regular,289,0,255,67,255,289,0.882,regular
Dirk Nowitzki,2015 - 2016,regular,280,0,250,61,250,280,0.893,regular
Dominic McGuire,2007 - 2008,regular,32,0,14,12,14,32,0.438,regular
Dominic McGuire,2008 - 2009,regular,102,0,74,41,74,102,0.725,regular
Dominic McGuire,2010 - 2011,regular,39,0,30,17,30,39,0.769,regular
Dominic McGuire,2011 - 2012,regular,53,0,39,22,39,53,0.736,regular
Dominique Jones,2011 - 2012,regular,37,0,29,13,29,37,0.784,regular
Dominique Jones,2012 - 2013,regular,53,0,35,16,35,53,0.66,regular
Donald Sloan,2011 - 2012,regular,30,0,23,12,23,30,0.767,regular
Donald Sloan,2012 - 2013,regular,25,0,20,11,20,25,0.8,regular
Donald Sloan,2014 - 2015,regular,77,0,60,26,60,77,0.779,regular
Donald Sloan,2015 - 2016,regular,104,0,78,28,78,104,0.75,regular
Donatas Motiejunas,2012 - 2013,regular,51,0,32,18,32,51,0.627,regular
Donatas Motiejunas,2013 - 2014,regular,96,0,58,36,58,96,0.604,regular
Donatas Motiejunas,2014 - 2015,regular,166,0,100,53,100,166,0.602,regular
Donatas Motiejunas,2015 - 2016,regular,53,0,34,17,34,53,0.642,regular
Donte Greene,2008 - 2009,regular,34,0,29,14,29,34,0.853,regular
Donte Greene,2009 - 2010,regular,140,0,90,41,90,140,0.643,regular
Donte Greene,2010 - 2011,regular,65,0,43,26,43,65,0.662,regular
Donte Greene,2011 - 2012,regular,55,0,44,21,44,55,0.8,regular
Donyell Marshall,2006 - 2007,regular,80,0,53,33,53,80,0.662,regular
Dorell Wright,2006 - 2007,regular,85,0,63,25,63,85,0.741,regular
Dorell Wright,2007 - 2008,regular,69,0,57,22,57,69,0.826,regular
Dorell Wright,2009 - 2010,regular,69,0,61,34,61,69,0.884,regular
Dorell Wright,2010 - 2011,regular,228,0,180,59,180,228,0.789,regular
Dorell Wright,2011 - 2012,regular,98,0,80,30,80,98,0.816,regular
Dorell Wright,2012 - 2013,regular,142,0,119,42,119,142,0.838,regular
Dorell Wright,2013 - 2014,regular,69,0,52,23,52,69,0.754,regular
Dorell Wright,2014 - 2015,regular,42,0,34,17,34,42,0.81,regular
Doron Lamb,2012 - 2013,regular,34,0,20,11,20,34,0.588,regular
Doron Lamb,2013 - 2014,regular,36,0,29,13,29,36,0.806,regular
Doug McDermott,2015 - 2016,regular,79,0,67,35,67,79,0.848,regular
Draymond Green,2012 - 2013,regular,55,0,45,23,45,55,0.818,regular
Draymond Green,2013 - 2014,regular,123,0,82,42,82,123,0.667,regular
Draymond Green,2014 - 2015,playoffs,0,87,64,20,64,87,0.736,playoffs
Draymond Green,2014 - 2015,regular,200,0,132,58,132,200,0.66,regular
Draymond Green,2015 - 2016,playoffs,0,107,79,21,79,107,0.738,playoffs
Draymond Green,2015 - 2016,regular,329,0,229,70,229,329,0.696,regular
Drew Gooden,2006 - 2007,playoffs,0,39,30,15,30,39,0.769,playoffs
Drew Gooden,2006 - 2007,regular,199,0,142,55,142,199,0.714,regular
Drew Gooden,2007 - 2008,regular,215,0,162,58,162,215,0.753,regular
Drew Gooden,2008 - 2009,regular,156,0,131,41,131,156,0.84,regular
Drew Gooden,2009 - 2010,regular,216,0,186,56,186,216,0.861,regular
Drew Gooden,2010 - 2011,regular,102,0,81,27,81,102,0.794,regular
Drew Gooden,2011 - 2012,regular,208,0,176,43,176,208,0.846,regular
Drew Gooden,2014 - 2015,regular,44,0,34,19,34,44,0.773,regular
Dwayne Jones,2007 - 2008,regular,58,0,28,20,28,58,0.483,regular
Dwight Howard,2006 - 2007,regular,670,0,390,82,390,670,0.582,regular
Dwight Howard,2007 - 2008,regular,900,0,531,83,531,900,0.59,regular
Dwight Howard,2008 - 2009,playoffs,0,224,141,23,141,224,0.629,playoffs
Dwight Howard,2008 - 2009,regular,854,0,507,80,507,854,0.594,regular
Dwight Howard,2009 - 2010,playoffs,0,158,82,14,82,158,0.519,playoffs
Dwight Howard,2009 - 2010,regular,819,0,485,83,485,819,0.592,regular
Dwight Howard,2010 - 2011,regular,918,0,547,79,547,918,0.596,regular
Dwight Howard,2011 - 2012,regular,574,0,282,55,282,574,0.491,regular
Dwight Howard,2012 - 2013,regular,721,0,355,76,355,721,0.492,regular
Dwight Howard,2013 - 2014,regular,638,0,349,70,349,638,0.547,regular
Dwight Howard,2014 - 2015,playoffs,0,165,68,17,68,165,0.412,playoffs
Dwight Howard,2014 - 2015,regular,271,0,143,38,143,271,0.528,regular
Dwight Howard,2015 - 2016,regular,474,0,232,67,232,474,0.489,regular
Dwight Powell,2015 - 2016,regular,142,0,105,38,105,142,0.739,regular
Dwyane Wade,2006 - 2007,regular,518,0,416,49,416,518,0.803,regular
Dwyane Wade,2007 - 2008,regular,471,0,356,52,356,471,0.756,regular
Dwyane Wade,2008 - 2009,regular,778,0,594,80,594,778,0.763,regular
Dwyane Wade,2009 - 2010,regular,708,0,538,78,538,708,0.76,regular
Dwyane Wade,2010 - 2011,playoffs,0,179,139,21,139,179,0.777,playoffs
Dwyane Wade,2010 - 2011,regular,654,0,496,76,496,654,0.758,regular
Dwyane Wade,2011 - 2012,playoffs,0,166,121,22,121,166,0.729,playoffs
Dwyane Wade,2011 - 2012,regular,299,0,237,47,237,299,0.793,regular
Dwyane Wade,2012 - 2013,playoffs,0,80,60,19,60,80,0.75,playoffs
Dwyane Wade,2012 - 2013,regular,423,0,306,69,306,423,0.723,regular
Dwyane Wade,2013 - 2014,playoffs,0,90,69,18,69,90,0.767,playoffs
Dwyane Wade,2013 - 2014,regular,258,0,189,51,189,258,0.733,regular
Dwyane Wade,2014 - 2015,regular,370,0,284,59,284,370,0.768,regular
Dwyane Wade,2015 - 2016,playoffs,0,64,50,13,50,64,0.781,playoffs
Dwyane Wade,2015 - 2016,regular,406,0,322,68,322,406,0.793,regular
E'Twaun Moore,2012 - 2013,regular,59,0,47,23,47,59,0.797,regular
E'Twaun Moore,2013 - 2014,regular,68,0,52,32,52,68,0.765,regular
E'Twaun Moore,2015 - 2016,regular,35,0,22,16,22,35,0.629,regular
Earl Barron,2007 - 2008,regular,87,0,61,28,61,87,0.701,regular
Earl Boykins,2006 - 2007,regular,242,0,217,52,217,242,0.897,regular
Earl Boykins,2007 - 2008,regular,59,0,49,17,49,59,0.831,regular
Earl Boykins,2009 - 2010,regular,89,0,77,29,77,89,0.865,regular
Earl Boykins,2010 - 2011,regular,82,0,69,25,69,82,0.841,regular
Earl Clark,2009 - 2010,regular,36,0,26,15,26,36,0.722,regular
Earl Clark,2010 - 2011,regular,47,0,27,16,27,47,0.574,regular
Earl Clark,2011 - 2012,regular,29,0,21,11,21,29,0.724,regular
Earl Clark,2012 - 2013,regular,76,0,53,28,53,76,0.697,regular
Earl Clark,2013 - 2014,regular,34,0,22,17,22,34,0.647,regular
Earl Watson,2006 - 2007,regular,147,0,108,49,108,147,0.735,regular
Earl Watson,2007 - 2008,regular,145,0,111,52,111,145,0.766,regular
Earl Watson,2008 - 2009,regular,106,0,80,38,80,106,0.755,regular
Earl Watson,2009 - 2010,regular,169,0,120,50,120,169,0.71,regular
Earl Watson,2010 - 2011,regular,82,0,55,27,55,82,0.671,regular
Earl Watson,2011 - 2012,regular,46,0,31,19,31,46,0.674,regular
Ed Davis,2010 - 2011,regular,128,0,71,41,71,128,0.555,regular
Ed Davis,2011 - 2012,regular,106,0,71,36,71,106,0.67,regular
Ed Davis,2012 - 2013,regular,165,0,101,56,101,165,0.612,regular
Ed Davis,2013 - 2014,regular,89,0,47,30,47,89,0.528,regular
Ed Davis,2014 - 2015,regular,189,0,92,58,92,189,0.487,regular
Ed Davis,2015 - 2016,regular,204,0,114,63,114,204,0.559,regular
Eddie House,2006 - 2007,regular,36,0,33,16,33,36,0.917,regular
Eddie House,2007 - 2008,regular,36,0,33,22,33,36,0.917,regular
Eddie House,2008 - 2009,regular,53,0,42,31,42,53,0.792,regular
Eddie House,2009 - 2010,regular,52,0,48,21,48,52,0.923,regular
Eddie House,2010 - 2011,regular,40,0,38,20,38,40,0.95,regular
Eddie Jones,2006 - 2007,regular,72,0,56,28,56,72,0.778,regular
Eddy Curry,2006 - 2007,regular,645,0,393,77,393,645,0.609,regular
Eddy Curry,2007 - 2008,regular,300,0,187,49,187,300,0.623,regular
Eduardo Najera,2006 - 2007,regular,123,0,88,44,88,123,0.715,regular
Eduardo Najera,2007 - 2008,regular,87,0,62,38,62,87,0.713,regular
Eduardo Najera,2009 - 2010,regular,24,0,14,12,14,24,0.583,regular
Ekpe Udoh,2010 - 2011,regular,64,0,42,25,42,64,0.656,regular
Ekpe Udoh,2011 - 2012,regular,114,0,86,34,86,114,0.754,regular
Ekpe Udoh,2012 - 2013,regular,119,0,89,47,89,119,0.748,regular
Ekpe Udoh,2013 - 2014,regular,47,0,30,17,30,47,0.638,regular
Elfrid Payton,2014 - 2015,regular,214,0,118,54,118,214,0.551,regular
Elfrid Payton,2015 - 2016,regular,190,0,112,52,112,190,0.589,regular
Elijah Millsap,2014 - 2015,regular,86,0,58,26,58,86,0.674,regular
Elliot Williams,2013 - 2014,regular,119,0,87,41,87,119,0.731,regular
Elton Brand,2006 - 2007,regular,454,0,347,74,347,454,0.764,regular
Elton Brand,2008 - 2009,regular,108,0,73,24,73,108,0.676,regular
Elton Brand,2009 - 2010,regular,233,0,172,64,172,233,0.738,regular
Elton Brand,2010 - 2011,regular,273,0,212,71,212,273,0.777,regular
Elton Brand,2011 - 2012,playoffs,0,32,20,12,20,32,0.625,playoffs
Elton Brand,2011 - 2012,regular,116,0,85,38,85,116,0.733,regular
Elton Brand,2012 - 2013,regular,93,0,66,39,66,93,0.71,regular
Elton Brand,2013 - 2014,regular,94,0,61,36,61,94,0.649,regular
Elton Brand,2014 - 2015,regular,23,0,12,11,12,23,0.522,regular
Emeka Okafor,2006 - 2007,regular,288,0,172,61,172,288,0.597,regular
Emeka Okafor,2007 - 2008,regular,374,0,213,72,213,374,0.57,regular
Emeka Okafor,2008 - 2009,regular,369,0,219,72,219,369,0.593,regular
Emeka Okafor,2009 - 2010,regular,274,0,154,72,154,274,0.562,regular
Emeka Okafor,2010 - 2011,regular,258,0,145,63,145,258,0.562,regular
Emeka Okafor,2011 - 2012,regular,74,0,38,17,38,74,0.514,regular
Emeka Okafor,2012 - 2013,regular,191,0,109,56,109,191,0.571,regular
Emmanuel Mudiay,2015 - 2016,regular,209,0,140,54,140,209,0.67,regular
Enes Kanter,2011 - 2012,regular,105,0,70,41,70,105,0.667,regular
Enes Kanter,2012 - 2013,regular,116,0,93,39,93,116,0.802,regular
Enes Kanter,2013 - 2014,regular,204,0,149,56,149,204,0.73,regular
Enes Kanter,2014 - 2015,regular,234,0,183,60,183,234,0.782,regular
Enes Kanter,2015 - 2016,playoffs,0,45,38,14,38,45,0.844,playoffs
Enes Kanter,2015 - 2016,regular,250,0,199,64,199,250,0.796,regular
Eric Bledsoe,2010 - 2011,regular,133,0,99,43,99,133,0.744,regular
Eric Bledsoe,2011 - 2012,regular,44,0,28,17,28,44,0.636,regular
Eric Bledsoe,2012 - 2013,regular,134,0,106,44,106,134,0.791,regular
Eric Bledsoe,2013 - 2014,regular,237,0,183,42,183,237,0.772,regular
Eric Bledsoe,2014 - 2015,regular,441,0,353,77,353,441,0.8,regular
Eric Bledsoe,2015 - 2016,regular,172,0,138,29,138,172,0.802,regular
Eric Gordon,2008 - 2009,regular,350,0,299,69,299,350,0.854,regular
Eric Gordon,2009 - 2010,regular,299,0,222,59,222,299,0.742,regular
Eric Gordon,2010 - 2011,regular,345,0,284,52,284,345,0.823,regular
Eric Gordon,2012 - 2013,regular,222,0,187,39,187,222,0.842,regular
Eric Gordon,2013 - 2014,regular,223,0,175,54,175,223,0.785,regular
Eric Gordon,2014 - 2015,regular,133,0,107,43,107,133,0.805,regular
Eric Gordon,2015 - 2016,regular,125,0,111,34,111,125,0.888,regular
Eric Maynor,2009 - 2010,regular,72,0,52,29,52,72,0.722,regular
Eric Maynor,2010 - 2011,regular,59,0,43,25,43,59,0.729,regular
Eric Maynor,2012 - 2013,regular,62,0,45,19,45,62,0.726,regular
Eric Snow,2006 - 2007,regular,113,0,72,42,72,113,0.637,regular
Erick Dampier,2006 - 2007,regular,191,0,119,53,119,191,0.623,regular
Erick Dampier,2007 - 2008,regular,146,0,84,46,84,146,0.575,regular
Erick Dampier,2008 - 2009,regular,141,0,90,47,90,141,0.638,regular
Erick Dampier,2009 - 2010,regular,101,0,61,30,61,101,0.604,regular
Erick Dampier,2010 - 2011,regular,44,0,24,18,24,44,0.545,regular
Ersan Ilyasova,2006 - 2007,regular,83,0,66,30,66,83,0.795,regular
Ersan Ilyasova,2009 - 2010,regular,156,0,112,48,112,156,0.718,regular
Ersan Ilyasova,2010 - 2011,regular,104,0,93,33,93,104,0.894,regular
Ersan Ilyasova,2011 - 2012,regular,183,0,143,47,143,183,0.781,regular
Ersan Ilyasova,2012 - 2013,regular,156,0,124,51,124,156,0.795,regular
Ersan Ilyasova,2013 - 2014,regular,132,0,108,35,108,132,0.818,regular
Ersan Ilyasova,2014 - 2015,regular,107,0,69,33,69,107,0.645,regular
Ersan Ilyasova,2015 - 2016,regular,154,0,111,44,111,154,0.721,regular
Etan Thomas,2006 - 2007,regular,137,0,76,46,76,137,0.555,regular
Evan Fournier,2012 - 2013,regular,39,0,30,14,30,39,0.769,regular
Evan Fournier,2013 - 2014,regular,123,0,93,40,93,123,0.756,regular
Evan Fournier,2014 - 2015,regular,147,0,107,38,107,147,0.728,regular
Evan Fournier,2015 - 2016,regular,238,0,199,63,199,238,0.836,regular
Evan Turner,2010 - 2011,regular,125,0,101,45,101,125,0.808,regular
Evan Turner,2011 - 2012,playoffs,0,48,33,11,33,48,0.688,playoffs
Evan Turner,2011 - 2012,regular,108,0,73,37,73,108,0.676,regular
Evan Turner,2012 - 2013,regular,206,0,152,57,152,206,0.738,regular
Evan Turner,2013 - 2014,regular,262,0,213,59,213,262,0.813,regular
Evan Turner,2014 - 2015,regular,141,0,106,49,106,141,0.752,regular
Evan Turner,2015 - 2016,regular,175,0,145,53,145,175,0.829,regular
Fabricio Oberto,2006 - 2007,regular,49,0,32,24,32,49,0.653,regular
Fabricio Oberto,2007 - 2008,regular,61,0,37,32,37,61,0.607,regular
Fabricio Oberto,2008 - 2009,regular,35,0,20,13,20,35,0.571,regular
Festus Ezeli,2012 - 2013,regular,81,0,43,28,43,81,0.531,regular
Festus Ezeli,2014 - 2015,regular,78,0,49,27,49,78,0.628,regular
Festus Ezeli,2015 - 2016,playoffs,0,44,19,13,19,44,0.432,playoffs
Festus Ezeli,2015 - 2016,regular,132,0,70,39,70,132,0.53,regular
Francisco Elson,2006 - 2007,regular,80,0,62,31,62,80,0.775,regular
Francisco Elson,2007 - 2008,regular,37,0,26,19,26,37,0.703,regular
Francisco Elson,2008 - 2009,regular,39,0,33,18,33,39,0.846,regular
Francisco Elson,2010 - 2011,regular,31,0,26,15,26,31,0.839,regular
Francisco Garcia,2006 - 2007,regular,113,0,94,38,94,113,0.832,regular
Francisco Garcia,2007 - 2008,regular,208,0,162,52,162,208,0.779,regular
Francisco Garcia,2008 - 2009,regular,178,0,146,52,146,178,0.82,regular
Francisco Garcia,2010 - 2011,regular,76,0,65,25,65,76,0.855,regular
Francisco Garcia,2011 - 2012,regular,30,0,24,11,24,30,0.8,regular
Frank Kaminsky,2015 - 2016,regular,148,0,108,43,108,148,0.73,regular
Fred Jones,2006 - 2007,regular,110,0,92,34,92,110,0.836,regular
Fred Jones,2007 - 2008,regular,126,0,94,38,94,126,0.746,regular
Fred Jones,2008 - 2009,regular,81,0,66,28,66,81,0.815,regular
Garrett Temple,2009 - 2010,regular,50,0,35,15,35,50,0.7,regular
Garrett Temple,2012 - 2013,regular,37,0,26,17,26,37,0.703,regular
Garrett Temple,2013 - 2014,regular,43,0,30,18,30,43,0.698,regular
Garrett Temple,2014 - 2015,regular,48,0,35,19,35,48,0.729,regular
Garrett Temple,2015 - 2016,regular,121,0,90,41,90,121,0.744,regular
Gary Forbes,2010 - 2011,regular,87,0,59,30,59,87,0.678,regular
Gary Forbes,2011 - 2012,regular,91,0,66,26,66,91,0.725,regular
Gary Harris,2014 - 2015,regular,47,0,35,21,35,47,0.745,regular
Gary Harris,2015 - 2016,regular,133,0,109,51,109,133,0.82,regular
Gary Neal,2010 - 2011,regular,104,0,84,38,84,104,0.808,regular
Gary Neal,2011 - 2012,regular,64,0,50,24,50,64,0.781,regular
Gary Neal,2012 - 2013,regular,73,0,63,25,63,73,0.863,regular
Gary Neal,2013 - 2014,regular,105,0,94,35,94,105,0.895,regular
Gary Neal,2014 - 2015,regular,135,0,117,35,117,135,0.867,regular
Gary Neal,2015 - 2016,regular,55,0,47,21,47,55,0.855,regular
Gary Payton,2006 - 2007,regular,52,0,37,19,37,52,0.712,regular
George Hill,2008 - 2009,regular,146,0,114,40,114,146,0.781,regular
George Hill,2009 - 2010,regular,237,0,183,61,183,237,0.772,regular
George Hill,2010 - 2011,regular,270,0,233,64,233,270,0.863,regular
George Hill,2011 - 2012,regular,117,0,91,31,91,117,0.778,regular
