player,season,playoffs,Game_Type_Regular_Tot,Game_Type_Playoffs_Tot,Shot_Made,Total_Game_Played,Total_FT_Made,Total_FTA,FT_Pct,Game_Type
Nolan Smith,2011 - 2012,regular,28,0,20,13,20,28,0.714,regular
Nolan Smith,2012 - 2013,regular,27,0,19,13,19,27,0.704,regular
Norman Powell,2015 - 2016,regular,53,0,43,14,43,53,0.811,regular
Norris Cole,2011 - 2012,regular,84,0,66,33,66,84,0.786,regular
Norris Cole,2012 - 2013,regular,80,0,52,29,52,80,0.65,regular
Norris Cole,2013 - 2014,regular,68,0,53,29,53,68,0.779,regular
Norris Cole,2014 - 2015,regular,81,0,58,33,58,81,0.716,regular
Norris Cole,2015 - 2016,regular,65,0,52,23,52,65,0.8,regular
O.J. Mayo,2008 - 2009,regular,281,0,247,69,247,281,0.879,regular
O.J. Mayo,2009 - 2010,regular,262,0,212,70,212,262,0.809,regular
O.J. Mayo,2010 - 2011,regular,131,0,99,47,99,131,0.756,regular
O.J. Mayo,2011 - 2012,regular,172,0,133,49,133,172,0.773,regular
O.J. Mayo,2012 - 2013,regular,234,0,191,61,191,234,0.816,regular
O.J. Mayo,2013 - 2014,regular,88,0,76,30,76,88,0.864,regular
O.J. Mayo,2014 - 2015,regular,139,0,115,44,115,139,0.827,regular
O.J. Mayo,2015 - 2016,regular,40,0,31,15,31,40,0.775,regular
Oleksiy Pecherov,2007 - 2008,regular,31,0,20,13,20,31,0.645,regular
Oleksiy Pecherov,2008 - 2009,regular,29,0,24,11,24,29,0.828,regular
Oleksiy Pecherov,2009 - 2010,regular,32,0,29,11,29,32,0.906,regular
Omer Asik,2010 - 2011,regular,145,0,73,46,73,145,0.503,regular
Omer Asik,2011 - 2012,regular,103,0,47,34,47,103,0.456,regular
Omer Asik,2012 - 2013,regular,299,0,168,68,168,299,0.562,regular
Omer Asik,2013 - 2014,regular,126,0,78,38,78,126,0.619,regular
Omer Asik,2014 - 2015,regular,225,0,131,58,131,225,0.582,regular
Omer Asik,2015 - 2016,regular,112,0,61,36,61,112,0.545,regular
Omri Casspi,2009 - 2010,regular,174,0,117,47,117,174,0.672,regular
Omri Casspi,2010 - 2011,regular,101,0,68,38,68,101,0.673,regular
Omri Casspi,2011 - 2012,regular,108,0,74,40,74,108,0.685,regular
Omri Casspi,2012 - 2013,regular,41,0,22,15,22,41,0.537,regular
Omri Casspi,2013 - 2014,regular,122,0,83,37,83,122,0.68,regular
Omri Casspi,2014 - 2015,regular,189,0,138,51,138,189,0.73,regular
Omri Casspi,2015 - 2016,regular,159,0,103,47,103,159,0.648,regular
Orien Greene,2006 - 2007,regular,25,0,15,11,15,25,0.6,regular
Orlando Johnson,2012 - 2013,regular,30,0,21,15,21,30,0.7,regular
Orlando Johnson,2013 - 2014,regular,26,0,19,13,19,26,0.731,regular
Otto Porter,2014 - 2015,regular,79,0,58,30,58,79,0.734,regular
Otto Porter,2015 - 2016,regular,122,0,93,39,93,122,0.762,regular
P.J. Brown,2006 - 2007,regular,120,0,95,40,95,120,0.792,regular
P.J. Brown,2007 - 2008,playoffs,0,25,21,11,21,25,0.84,playoffs
P.J. Hairston,2014 - 2015,regular,36,0,31,14,31,36,0.861,regular
P.J. Hairston,2015 - 2016,regular,64,0,50,27,50,64,0.781,regular
P.J. Tucker,2012 - 2013,regular,84,0,63,30,63,84,0.75,regular
P.J. Tucker,2013 - 2014,regular,201,0,156,57,156,201,0.776,regular
P.J. Tucker,2014 - 2015,regular,143,0,104,47,104,143,0.727,regular
P.J. Tucker,2015 - 2016,regular,142,0,106,48,106,142,0.746,regular
Pablo Prigioni,2012 - 2013,regular,25,0,22,12,22,25,0.88,regular
Pablo Prigioni,2014 - 2015,regular,41,0,35,17,35,41,0.854,regular
Patrick Beverley,2012 - 2013,regular,41,0,34,13,34,41,0.829,regular
Patrick Beverley,2013 - 2014,regular,102,0,83,31,83,102,0.814,regular
Patrick Beverley,2014 - 2015,regular,60,0,45,20,45,60,0.75,regular
Patrick Beverley,2015 - 2016,regular,88,0,60,27,60,88,0.682,regular
Patrick Mills,2010 - 2011,regular,47,0,36,20,36,47,0.766,regular
Patrick Patterson,2010 - 2011,regular,42,0,30,16,30,42,0.714,regular
Patrick Patterson,2011 - 2012,regular,57,0,40,23,40,57,0.702,regular
Patrick Patterson,2012 - 2013,regular,63,0,48,22,48,63,0.762,regular
Patrick Patterson,2013 - 2014,regular,71,0,50,29,50,71,0.704,regular
Patrick Patterson,2014 - 2015,regular,80,0,63,30,63,80,0.787,regular
Patrick Patterson,2015 - 2016,regular,34,0,29,15,29,34,0.853,regular
Patty Mills,2013 - 2014,regular,82,0,73,34,73,82,0.89,regular
Patty Mills,2014 - 2015,regular,40,0,33,17,33,40,0.825,regular
Patty Mills,2015 - 2016,regular,58,0,47,25,47,58,0.81,regular
Pau Gasol,2006 - 2007,regular,394,0,293,57,293,394,0.744,regular
Pau Gasol,2007 - 2008,playoffs,0,104,72,20,72,104,0.692,playoffs
Pau Gasol,2007 - 2008,regular,362,0,292,62,292,362,0.807,regular
Pau Gasol,2008 - 2009,playoffs,0,138,98,22,98,138,0.71,playoffs
Pau Gasol,2008 - 2009,regular,443,0,347,77,347,443,0.783,regular
Pau Gasol,2009 - 2010,playoffs,0,158,120,23,120,158,0.759,playoffs
Pau Gasol,2009 - 2010,regular,365,0,289,65,289,365,0.792,regular
Pau Gasol,2010 - 2011,regular,432,0,355,80,355,432,0.822,regular
Pau Gasol,2011 - 2012,regular,261,0,204,56,204,261,0.782,regular
Pau Gasol,2012 - 2013,regular,177,0,127,42,127,177,0.718,regular
Pau Gasol,2013 - 2014,regular,253,0,186,54,186,253,0.735,regular
Pau Gasol,2014 - 2015,regular,366,0,294,75,294,366,0.803,regular
Pau Gasol,2015 - 2016,regular,289,0,229,68,229,289,0.792,regular
Paul George,2010 - 2011,regular,101,0,77,32,77,101,0.762,regular
Paul George,2011 - 2012,regular,182,0,146,49,146,182,0.802,regular
Paul George,2012 - 2013,playoffs,0,128,93,17,93,128,0.727,playoffs
Paul George,2012 - 2013,regular,266,0,214,69,214,266,0.805,regular
Paul George,2013 - 2014,playoffs,0,128,101,19,101,128,0.789,playoffs
Paul George,2013 - 2014,regular,464,0,401,78,401,464,0.864,regular
Paul George,2015 - 2016,regular,528,0,454,79,454,528,0.86,regular
Paul Millsap,2006 - 2007,regular,202,0,136,51,136,202,0.673,regular
Paul Millsap,2007 - 2008,regular,229,0,155,62,155,229,0.677,regular
Paul Millsap,2008 - 2009,regular,326,0,228,66,228,326,0.699,regular
Paul Millsap,2009 - 2010,regular,264,0,183,66,183,264,0.693,regular
Paul Millsap,2010 - 2011,regular,338,0,256,70,256,338,0.757,regular
Paul Millsap,2011 - 2012,regular,255,0,202,56,202,255,0.792,regular
Paul Millsap,2012 - 2013,regular,355,0,263,72,263,355,0.741,regular
Paul Millsap,2013 - 2014,regular,383,0,282,68,282,383,0.736,regular
Paul Millsap,2014 - 2015,playoffs,0,78,58,15,58,78,0.744,playoffs
Paul Millsap,2014 - 2015,regular,337,0,255,66,255,337,0.757,regular
Paul Millsap,2015 - 2016,regular,408,0,309,75,309,408,0.757,regular
Paul Pierce,2006 - 2007,regular,402,0,320,45,320,402,0.796,regular
Paul Pierce,2007 - 2008,playoffs,0,177,142,25,142,177,0.802,playoffs
Paul Pierce,2007 - 2008,regular,486,0,409,76,409,486,0.842,regular
Paul Pierce,2008 - 2009,playoffs,0,101,85,13,85,101,0.842,playoffs
Paul Pierce,2008 - 2009,regular,560,0,464,78,464,560,0.829,regular
Paul Pierce,2009 - 2010,playoffs,0,142,117,23,117,142,0.824,playoffs
Paul Pierce,2009 - 2010,regular,433,0,369,67,369,433,0.852,regular
Paul Pierce,2010 - 2011,regular,451,0,387,80,387,451,0.858,regular
Paul Pierce,2011 - 2012,playoffs,0,123,110,18,110,123,0.894,playoffs
Paul Pierce,2011 - 2012,regular,344,0,293,56,293,344,0.852,regular
Paul Pierce,2012 - 2013,regular,422,0,331,73,331,422,0.784,regular
Paul Pierce,2013 - 2014,regular,310,0,256,67,256,310,0.826,regular
Paul Pierce,2014 - 2015,regular,210,0,164,55,164,210,0.781,regular
Paul Pierce,2015 - 2016,regular,66,0,54,23,54,66,0.818,regular
Peja Stojakovic,2006 - 2007,regular,30,0,24,11,24,30,0.8,regular
Peja Stojakovic,2007 - 2008,regular,140,0,130,43,130,140,0.929,regular
Peja Stojakovic,2008 - 2009,regular,104,0,93,34,93,104,0.894,regular
Peja Stojakovic,2009 - 2010,regular,107,0,96,41,96,107,0.897,regular
Peja Stojakovic,2010 - 2011,regular,25,0,23,13,23,25,0.92,regular
Pero Antic,2013 - 2014,regular,62,0,47,23,47,62,0.758,regular
Pero Antic,2014 - 2015,regular,123,0,88,40,88,123,0.715,regular
Perry Jones,2013 - 2014,regular,42,0,28,18,28,42,0.667,regular
Perry Jones,2014 - 2015,regular,37,0,24,11,24,37,0.649,regular
Phil Pressey,2013 - 2014,regular,45,0,29,17,29,45,0.644,regular
Phil Pressey,2014 - 2015,regular,49,0,33,20,33,49,0.673,regular
Pooh Jeter,2010 - 2011,regular,41,0,37,16,37,41,0.902,regular
Pops Mensah-Bonsu,2008 - 2009,regular,48,0,33,11,33,48,0.688,regular
Primoz Brezec,2006 - 2007,regular,68,0,43,24,43,68,0.632,regular
Primoz Brezec,2007 - 2008,regular,40,0,24,18,24,40,0.6,regular
Quentin Richardson,2006 - 2007,regular,120,0,83,31,83,120,0.692,regular
Quentin Richardson,2007 - 2008,regular,88,0,60,31,60,88,0.682,regular
Quentin Richardson,2008 - 2009,regular,117,0,89,38,89,117,0.761,regular
Quentin Richardson,2009 - 2010,regular,71,0,52,31,52,71,0.732,regular
Quentin Richardson,2010 - 2011,regular,44,0,33,15,33,44,0.75,regular
Quentin Richardson,2011 - 2012,regular,30,0,25,12,25,30,0.833,regular
Quincy Acy,2012 - 2013,regular,38,0,31,13,31,38,0.816,regular
Quincy Acy,2013 - 2014,regular,53,0,35,23,35,53,0.66,regular
Quincy Acy,2014 - 2015,regular,95,0,74,38,74,95,0.779,regular
Quincy Acy,2015 - 2016,regular,68,0,50,26,50,68,0.735,regular
Quincy Douby,2007 - 2008,regular,52,0,48,18,48,52,0.923,regular
Quincy Miller,2013 - 2014,regular,55,0,39,20,39,55,0.709,regular
Quincy Pondexter,2010 - 2011,regular,34,0,24,15,24,34,0.706,regular
Quincy Pondexter,2011 - 2012,regular,53,0,33,20,33,53,0.623,regular
Quincy Pondexter,2012 - 2013,regular,75,0,59,28,59,75,0.787,regular
Quincy Pondexter,2014 - 2015,regular,96,0,71,32,71,96,0.74,regular
Quinton Ross,2006 - 2007,regular,81,0,63,31,63,81,0.778,regular
Quinton Ross,2007 - 2008,regular,60,0,40,22,40,60,0.667,regular
Quinton Ross,2008 - 2009,regular,42,0,34,19,34,42,0.81,regular
Raef LaFrentz,2006 - 2007,regular,26,0,20,11,20,26,0.769,regular
Rafer Alston,2006 - 2007,regular,175,0,130,53,130,175,0.743,regular
Rafer Alston,2007 - 2008,regular,135,0,97,46,97,135,0.719,regular
Rafer Alston,2008 - 2009,playoffs,0,42,32,17,32,42,0.762,playoffs
Rafer Alston,2008 - 2009,regular,208,0,156,56,156,208,0.75,regular
Rafer Alston,2009 - 2010,regular,81,0,59,30,59,81,0.728,regular
Raja Bell,2006 - 2007,regular,152,0,118,50,118,152,0.776,regular
Raja Bell,2007 - 2008,regular,91,0,79,34,79,91,0.868,regular
Raja Bell,2008 - 2009,regular,102,0,87,38,87,102,0.853,regular
Raja Bell,2010 - 2011,regular,102,0,91,33,91,102,0.892,regular
Raja Bell,2011 - 2012,regular,25,0,21,11,21,25,0.84,regular
Rajon Rondo,2006 - 2007,regular,179,0,118,44,118,179,0.659,regular
Rajon Rondo,2007 - 2008,playoffs,0,68,47,18,47,68,0.691,playoffs
Rajon Rondo,2007 - 2008,regular,175,0,107,54,107,175,0.611,regular
Rajon Rondo,2008 - 2009,playoffs,0,67,44,13,44,67,0.657,playoffs
Rajon Rondo,2008 - 2009,regular,268,0,172,64,172,268,0.642,regular
Rajon Rondo,2009 - 2010,playoffs,0,114,68,21,68,114,0.596,playoffs
Rajon Rondo,2009 - 2010,regular,282,0,175,66,175,282,0.621,regular
Rajon Rondo,2010 - 2011,regular,132,0,75,41,75,132,0.568,regular
Rajon Rondo,2011 - 2012,playoffs,0,56,39,14,39,56,0.696,playoffs
Rajon Rondo,2011 - 2012,regular,181,0,108,39,108,181,0.597,regular
Rajon Rondo,2012 - 2013,regular,93,0,60,23,60,93,0.645,regular
Rajon Rondo,2013 - 2014,regular,67,0,42,20,42,67,0.627,regular
Rajon Rondo,2014 - 2015,regular,78,0,31,28,31,78,0.397,regular
Rajon Rondo,2015 - 2016,regular,150,0,87,42,87,150,0.58,regular
Ramon Sessions,2007 - 2008,regular,41,0,32,13,32,41,0.78,regular
Ramon Sessions,2008 - 2009,regular,354,0,281,68,281,354,0.794,regular
Ramon Sessions,2009 - 2010,regular,233,0,167,58,167,233,0.717,regular
Ramon Sessions,2010 - 2011,regular,423,0,348,73,348,423,0.823,regular
Ramon Sessions,2011 - 2012,regular,248,0,194,56,194,248,0.782,regular
Ramon Sessions,2012 - 2013,regular,345,0,289,59,289,345,0.838,regular
Ramon Sessions,2013 - 2014,regular,404,0,326,75,326,404,0.807,regular
Ramon Sessions,2014 - 2015,regular,173,0,133,48,133,173,0.769,regular
Ramon Sessions,2015 - 2016,regular,279,0,211,69,211,279,0.756,regular
Randolph Morris,2009 - 2010,regular,27,0,16,11,16,27,0.593,regular
Randy Foye,2006 - 2007,regular,192,0,164,48,164,192,0.854,regular
Randy Foye,2007 - 2008,regular,65,0,53,23,53,65,0.815,regular
Randy Foye,2008 - 2009,regular,272,0,230,62,230,272,0.846,regular
Randy Foye,2009 - 2010,regular,145,0,129,42,129,145,0.89,regular
Randy Foye,2010 - 2011,regular,149,0,133,46,133,149,0.893,regular
Randy Foye,2011 - 2012,regular,85,0,73,31,73,85,0.859,regular
Randy Foye,2012 - 2013,regular,143,0,117,46,117,143,0.818,regular
Randy Foye,2013 - 2014,regular,185,0,157,55,157,185,0.849,regular
Randy Foye,2014 - 2015,regular,55,0,45,20,45,55,0.818,regular
Randy Foye,2015 - 2016,regular,74,0,61,27,61,74,0.824,regular
Rashad McCants,2006 - 2007,regular,58,0,40,20,40,58,0.69,regular
Rashad McCants,2007 - 2008,regular,155,0,116,46,116,155,0.748,regular
Rashad McCants,2008 - 2009,regular,141,0,107,36,107,141,0.759,regular
Rashard Lewis,2006 - 2007,regular,315,0,265,54,265,315,0.841,regular
Rashard Lewis,2007 - 2008,regular,260,0,218,67,218,260,0.838,regular
Rashard Lewis,2008 - 2009,playoffs,0,114,89,22,89,114,0.781,playoffs
Rashard Lewis,2008 - 2009,regular,271,0,226,71,226,271,0.834,regular
Rashard Lewis,2009 - 2010,regular,180,0,145,56,145,180,0.806,regular
Rashard Lewis,2010 - 2011,regular,96,0,77,41,77,96,0.802,regular
Rashard Lewis,2011 - 2012,regular,37,0,31,15,31,37,0.838,regular
Rashard Lewis,2012 - 2013,regular,45,0,28,15,28,45,0.622,regular
Rashard Lewis,2013 - 2014,regular,33,0,26,14,26,33,0.788,regular
Rasheed Wallace,2006 - 2007,playoffs,0,38,32,12,32,38,0.842,playoffs
Rasheed Wallace,2006 - 2007,regular,137,0,108,44,108,137,0.788,regular
Rasheed Wallace,2007 - 2008,regular,150,0,115,48,115,150,0.767,regular
Rasheed Wallace,2008 - 2009,regular,101,0,78,39,78,101,0.772,regular
Rasheed Wallace,2009 - 2010,regular,125,0,96,44,96,125,0.768,regular
Rasho Nesterovic,2006 - 2007,regular,50,0,34,25,34,50,0.68,regular
Rasho Nesterovic,2007 - 2008,regular,49,0,37,23,37,49,0.755,regular
Rasho Nesterovic,2008 - 2009,regular,32,0,25,15,25,32,0.781,regular
Rasual Butler,2006 - 2007,regular,87,0,56,34,56,87,0.644,regular
Rasual Butler,2007 - 2008,regular,31,0,26,14,26,31,0.839,regular
Rasual Butler,2008 - 2009,regular,110,0,86,39,86,110,0.782,regular
Rasual Butler,2009 - 2010,regular,145,0,122,52,122,145,0.841,regular
Rasual Butler,2010 - 2011,regular,27,0,18,12,18,27,0.667,regular
Rasual Butler,2014 - 2015,regular,67,0,53,26,53,67,0.791,regular
Raul Neto,2015 - 2016,regular,70,0,52,33,52,70,0.743,regular
Rawle Marshall,2006 - 2007,regular,45,0,31,13,31,45,0.689,regular
Ray Allen,2006 - 2007,regular,309,0,279,54,279,309,0.903,regular
Ray Allen,2007 - 2008,playoffs,0,92,84,22,84,92,0.913,playoffs
Ray Allen,2007 - 2008,regular,242,0,218,59,218,242,0.901,regular
Ray Allen,2008 - 2009,playoffs,0,58,55,13,55,58,0.948,playoffs
Ray Allen,2008 - 2009,regular,249,0,237,68,237,249,0.952,regular
Ray Allen,2009 - 2010,playoffs,0,80,69,21,69,80,0.863,playoffs
Ray Allen,2009 - 2010,regular,253,0,231,67,231,253,0.913,regular
Ray Allen,2010 - 2011,regular,221,0,195,72,195,221,0.882,regular
Ray Allen,2011 - 2012,playoffs,0,45,32,12,32,45,0.711,playoffs
Ray Allen,2011 - 2012,regular,106,0,97,36,97,106,0.915,regular
Ray Allen,2012 - 2013,playoffs,0,54,47,18,47,54,0.87,playoffs
Ray Allen,2012 - 2013,regular,158,0,140,53,140,158,0.886,regular
Ray Allen,2013 - 2014,playoffs,0,37,34,11,34,37,0.919,playoffs
Ray Allen,2013 - 2014,regular,116,0,105,42,105,116,0.905,regular
Ray McCallum,2013 - 2014,regular,43,0,32,16,32,43,0.744,regular
Ray McCallum,2014 - 2015,regular,82,0,55,26,55,82,0.671,regular
Raymond Felton,2006 - 2007,regular,255,0,203,58,203,255,0.796,regular
Raymond Felton,2007 - 2008,regular,324,0,260,69,260,324,0.802,regular
Raymond Felton,2008 - 2009,regular,272,0,219,67,219,272,0.805,regular
Raymond Felton,2009 - 2010,regular,173,0,132,58,132,173,0.763,regular
Raymond Felton,2010 - 2011,regular,241,0,194,66,194,241,0.805,regular
Raymond Felton,2011 - 2012,regular,124,0,100,39,100,124,0.806,regular
Raymond Felton,2012 - 2013,regular,127,0,99,41,99,127,0.78,regular
Raymond Felton,2013 - 2014,regular,122,0,88,41,88,122,0.721,regular
Raymond Felton,2015 - 2016,regular,176,0,149,55,149,176,0.847,regular
Reggie Evans,2006 - 2007,regular,181,0,89,45,89,181,0.492,regular
Reggie Evans,2007 - 2008,regular,257,0,120,68,120,257,0.467,regular
Reggie Evans,2008 - 2009,regular,175,0,104,52,104,175,0.594,regular
Reggie Evans,2009 - 2010,regular,60,0,27,18,27,60,0.45,regular
Reggie Evans,2010 - 2011,regular,88,0,48,21,48,88,0.545,regular
Reggie Evans,2011 - 2012,regular,71,0,36,29,36,71,0.507,regular
Reggie Evans,2012 - 2013,regular,222,0,113,53,113,222,0.509,regular
Reggie Evans,2013 - 2014,regular,130,0,72,35,72,130,0.554,regular
Reggie Evans,2014 - 2015,regular,97,0,60,29,60,97,0.619,regular
Reggie Jackson,2011 - 2012,regular,29,0,25,12,25,29,0.862,regular
Reggie Jackson,2012 - 2013,regular,62,0,52,26,52,62,0.839,regular
Reggie Jackson,2013 - 2014,regular,176,0,157,58,157,176,0.892,regular
Reggie Jackson,2014 - 2015,regular,218,0,181,48,181,218,0.83,regular
Reggie Jackson,2015 - 2016,regular,337,0,291,69,291,337,0.864,regular
Reggie Williams,2009 - 2010,regular,62,0,52,17,52,62,0.839,regular
Reggie Williams,2010 - 2011,regular,134,0,100,41,100,134,0.746,regular
Reggie Williams,2011 - 2012,regular,40,0,29,14,29,40,0.725,regular
Renaldo Balkman,2006 - 2007,regular,89,0,51,29,51,89,0.573,regular
Renaldo Balkman,2007 - 2008,regular,95,0,41,30,41,95,0.432,regular
Renaldo Balkman,2008 - 2009,regular,65,0,42,23,42,65,0.646,regular
Richard Hamilton,2006 - 2007,playoffs,0,89,77,15,77,89,0.865,playoffs
Richard Hamilton,2006 - 2007,regular,399,0,343,68,343,399,0.86,regular
Richard Hamilton,2007 - 2008,playoffs,0,101,92,16,92,101,0.911,playoffs
Richard Hamilton,2007 - 2008,regular,221,0,184,58,184,221,0.833,regular
Richard Hamilton,2008 - 2009,regular,263,0,223,55,223,263,0.848,regular
Richard Hamilton,2009 - 2010,regular,241,0,204,40,204,241,0.846,regular
Richard Hamilton,2010 - 2011,regular,172,0,146,43,146,172,0.849,regular
Richard Hamilton,2011 - 2012,regular,37,0,29,14,29,37,0.784,regular
Richard Hamilton,2012 - 2013,regular,77,0,66,26,66,77,0.857,regular
Richard Jefferson,2006 - 2007,playoffs,0,66,61,11,61,66,0.924,playoffs
Richard Jefferson,2006 - 2007,regular,326,0,239,53,239,326,0.733,regular
Richard Jefferson,2007 - 2008,regular,666,0,533,80,533,666,0.8,regular
Richard Jefferson,2008 - 2009,regular,518,0,417,81,417,518,0.805,regular
Richard Jefferson,2009 - 2010,regular,287,0,211,71,211,287,0.735,regular
Richard Jefferson,2010 - 2011,regular,195,0,148,54,148,195,0.759,regular
Richard Jefferson,2011 - 2012,regular,85,0,59,29,59,85,0.694,regular
Richard Jefferson,2012 - 2013,regular,54,0,38,23,38,54,0.704,regular
Richard Jefferson,2013 - 2014,regular,162,0,120,52,120,162,0.741,regular
Richard Jefferson,2014 - 2015,regular,114,0,78,35,78,114,0.684,regular
Richard Jefferson,2015 - 2016,regular,87,0,58,25,58,87,0.667,regular
Richaun Holmes,2015 - 2016,regular,73,0,51,25,51,73,0.699,regular
Ricky Davis,2006 - 2007,regular,278,0,234,64,234,278,0.842,regular
Ricky Davis,2007 - 2008,regular,197,0,155,62,155,197,0.787,regular
Ricky Davis,2008 - 2009,regular,36,0,31,17,31,36,0.861,regular
Ricky Davis,2009 - 2010,regular,31,0,18,12,18,31,0.581,regular
Ricky Rubio,2011 - 2012,regular,157,0,126,39,126,157,0.803,regular
Ricky Rubio,2012 - 2013,regular,264,0,211,49,211,264,0.799,regular
Ricky Rubio,2013 - 2014,regular,279,0,224,66,224,279,0.803,regular
Ricky Rubio,2014 - 2015,regular,71,0,57,17,57,71,0.803,regular
Ricky Rubio,2015 - 2016,regular,314,0,266,69,266,314,0.847,regular
Rob Kurz,2008 - 2009,regular,50,0,40,21,40,50,0.8,regular
Robbie Hummel,2014 - 2015,regular,29,0,24,15,24,29,0.828,regular
Robert Covington,2014 - 2015,regular,217,0,178,60,178,217,0.82,regular
Robert Covington,2015 - 2016,regular,168,0,133,46,133,168,0.792,regular
Robert Horry,2006 - 2007,regular,62,0,36,23,36,62,0.581,regular
Robert Horry,2007 - 2008,regular,28,0,18,12,18,28,0.643,regular
Robert Sacre,2013 - 2014,regular,94,0,64,36,64,94,0.681,regular
Robert Sacre,2014 - 2015,regular,82,0,55,29,55,82,0.671,regular
Robert Sacre,2015 - 2016,regular,38,0,25,12,25,38,0.658,regular
Robin Lopez,2008 - 2009,regular,68,0,47,25,47,68,0.691,regular
Robin Lopez,2009 - 2010,regular,125,0,88,35,88,125,0.704,regular
Robin Lopez,2010 - 2011,regular,100,0,74,37,74,100,0.74,regular
Robin Lopez,2011 - 2012,regular,140,0,100,42,100,140,0.714,regular
Robin Lopez,2012 - 2013,regular,207,0,160,54,160,207,0.773,regular
Robin Lopez,2013 - 2014,regular,242,0,198,67,198,242,0.818,regular
Robin Lopez,2014 - 2015,regular,127,0,98,40,98,127,0.772,regular
Robin Lopez,2015 - 2016,regular,162,0,129,53,129,162,0.796,regular
Rodney Carney,2006 - 2007,regular,87,0,53,33,53,87,0.609,regular
Rodney Carney,2007 - 2008,regular,81,0,55,33,55,81,0.679,regular
Rodney Carney,2008 - 2009,regular,66,0,50,26,50,66,0.758,regular
Rodney Carney,2009 - 2010,regular,63,0,52,23,52,63,0.825,regular
Rodney Hood,2014 - 2015,regular,80,0,61,26,61,80,0.762,regular
Rodney Hood,2015 - 2016,regular,196,0,169,58,169,196,0.862,regular
Rodney Stuckey,2007 - 2008,playoffs,0,58,51,13,51,58,0.879,playoffs
Rodney Stuckey,2007 - 2008,regular,156,0,127,43,127,156,0.814,regular
Rodney Stuckey,2008 - 2009,regular,290,0,233,66,233,290,0.803,regular
Rodney Stuckey,2009 - 2010,regular,359,0,299,68,299,359,0.833,regular
Rodney Stuckey,2010 - 2011,regular,381,0,330,64,330,381,0.866,regular
Rodney Stuckey,2011 - 2012,regular,320,0,267,48,267,320,0.834,regular
Rodney Stuckey,2012 - 2013,regular,270,0,211,59,211,270,0.781,regular
Rodney Stuckey,2013 - 2014,regular,278,0,232,60,232,278,0.835,regular
Rodney Stuckey,2014 - 2015,regular,216,0,177,58,177,216,0.819,regular
Rodney Stuckey,2015 - 2016,regular,158,0,131,43,131,158,0.829,regular
Rodrigue Beaubois,2009 - 2010,regular,52,0,42,25,42,52,0.808,regular
Rodrigue Beaubois,2011 - 2012,regular,69,0,58,25,58,69,0.841,regular
Rodrigue Beaubois,2012 - 2013,regular,38,0,30,15,30,38,0.789,regular
Roger Mason,2007 - 2008,regular,71,0,62,26,62,71,0.873,regular
Roger Mason,2008 - 2009,regular,118,0,105,50,105,118,0.89,regular
Roger Mason,2009 - 2010,regular,34,0,27,18,27,34,0.794,regular
Roger Mason,2011 - 2012,regular,27,0,21,14,21,27,0.778,regular
Roger Mason,2012 - 2013,regular,43,0,39,25,39,43,0.907,regular
Roko Ukic,2008 - 2009,regular,60,0,44,22,44,60,0.733,regular
Ron Artest,2006 - 2007,regular,405,0,301,63,301,405,0.743,regular
Ron Artest,2007 - 2008,regular,294,0,212,50,212,294,0.721,regular
Ron Artest,2008 - 2009,playoffs,0,28,20,11,20,28,0.714,playoffs
Ron Artest,2008 - 2009,regular,262,0,196,57,196,262,0.748,regular
Ron Artest,2009 - 2010,playoffs,0,38,22,13,22,38,0.579,playoffs
Ron Artest,2009 - 2010,regular,186,0,128,53,128,186,0.688,regular
Ron Artest,2010 - 2011,regular,136,0,92,49,92,136,0.676,regular
Ronald Murray,2006 - 2007,regular,119,0,87,37,87,119,0.731,regular
Ronald Murray,2007 - 2008,regular,97,0,68,28,68,97,0.701,regular
Ronald Murray,2008 - 2009,regular,233,0,177,56,177,233,0.76,regular
Ronald Murray,2009 - 2010,regular,192,0,140,53,140,192,0.729,regular
Rondae Hollis-Jefferson,2015 - 2016,regular,52,0,37,18,37,52,0.712,regular
Ronnie Brewer,2006 - 2007,regular,78,0,54,28,54,78,0.692,regular
Ronnie Brewer,2007 - 2008,regular,257,0,195,59,195,257,0.759,regular
Ronnie Brewer,2008 - 2009,regular,352,0,247,70,247,352,0.702,regular
Ronnie Brewer,2009 - 2010,regular,133,0,85,41,85,133,0.639,regular
Ronnie Brewer,2010 - 2011,regular,133,0,87,47,87,133,0.654,regular
Ronnie Brewer,2011 - 2012,regular,100,0,56,36,56,100,0.56,regular
Ronnie Brewer,2012 - 2013,regular,40,0,16,14,16,40,0.4,regular
Ronnie Price,2006 - 2007,regular,55,0,37,22,37,55,0.673,regular
Ronnie Price,2007 - 2008,regular,38,0,26,18,26,38,0.684,regular
Ronnie Price,2008 - 2009,regular,45,0,34,15,34,45,0.756,regular
Ronnie Price,2009 - 2010,regular,59,0,41,23,41,59,0.695,regular
Ronnie Price,2010 - 2011,regular,39,0,29,18,29,39,0.744,regular
Ronnie Price,2014 - 2015,regular,45,0,36,17,36,45,0.8,regular
Ronnie Price,2015 - 2016,regular,41,0,31,15,31,41,0.756,regular
Ronny Turiaf,2006 - 2007,regular,134,0,89,41,89,134,0.664,regular
Ronny Turiaf,2007 - 2008,regular,184,0,138,53,138,184,0.75,regular
Ronny Turiaf,2008 - 2009,regular,124,0,98,40,98,124,0.79,regular
